lon,lat
-117.0447675,32.7318379
-118.3385277,33.8885355
-117.7295862,34.0686102
-117.227334,33.934948
-117.2361359,33.9598614
-117.694614,34.053827
-118.2008816,33.8091237
-121.9237618,37.7120141
-122.7380845,38.4356601
-118.707142,34.2920208
-118.3058044,34.0021173
-118.3262151,33.9869962
-118.3581399,33.9850382
-118.306323,33.9615929
-118.3253382,33.9757645
-118.3253382,33.9757645
-121.994941,37.541275
-117.949679,33.7858834
-118.4903856,34.2295526
-118.489208,34.2259201
-122.4323532,37.7263637
-119.338028,36.219239
-118.209,33.9620623
-118.1747282,33.9759397
-118.3421115,33.875443
-118.0903622,33.8659873
-118.3423094,33.8630717
-118.3449934,33.8643142
-118.1024222,33.7797959
-118.1169889,33.8287911
NA,NA
NA,NA
NA,NA
-118.2911311,33.8144708
-118.1144005,33.825192
-118.1316368,33.9084129
-118.0567691,33.8644821
-118.1119955,33.8231367
-119.359036,36.3490106
-118.3561688,34.1867635
-118.3541203,34.1687241
-119.2510671,36.3387462
-118.1346569,33.8440739
-118.1365143,33.90480489999999
-118.3351313,34.1635501
-118.3389515,34.1625835
-121.2508546,38.7252979
-117.3362793,33.2167413
-120.7030897,35.519559
-120.7186384,35.5446045
-121.209523,37.80605
-118.3055029,34.040064
-122.2721147,37.8196156
-121.354578,38.633286
-118.4517065,34.1966682
-117.470119,34.080932
-117.3663328,34.1291684
-117.252073,34.07102
-118.538564,34.220451
-118.5380072,34.2058863
-118.6404617,34.1934844
-122.3068514,37.5568923
-122.3417434,37.9438708
-122.4577238,37.7030638
-117.5278787,33.935343
-119.1650763,34.2212366
-119.1931331,34.2264042
-118.094193,33.8120991
-118.0947984,33.7909391
-116.96929,32.7451264
-117.5851138,33.8371779
-117.908277,33.816026
-118.3443024,33.9335878
-117.2170271,33.9407709
-117.2382851,33.9586807
-117.3903643,34.4976866
NA,NA
-121.2572291,38.7376867
-119.7807001,36.7665737
-119.2991591,36.3148901
-119.3069896,36.1934776
-122.300542,37.56485139999999
-120.9857005,37.6487253
-120.6030137,35.6681963
-120.6030137,35.6681963
-121.2720011,38.0254397
-121.8029852,37.3145806
-121.7934406,37.3088161
-118.3063543,34.0728617
-121.540306,39.11637899999999
-121.5389975,39.1155124
NA,NA
-118.2094605,33.9124026
-117.9134841,34.0912545
-117.8793358,34.0114888
-117.8931742,34.1046908
-120.9450948,38.3513765
-117.354038,34.158426
-117.4847872,34.1079939
-117.3251931,33.2390297
-117.9715055,33.7874972
-117.1840657,33.9038759
-117.1775281,33.8996028
-117.2135258,33.8888874
-117.2167448,33.9371063
-117.2043018,33.9192701
-117.2118558,33.8952445
-117.178812,33.898442
-117.2107269,33.8891215
-121.910692,37.2491747
-117.9395832,33.8576388
-119.0718675,36.0892264
-120.5467737,35.1443017
-122.0838199,37.6224128
-122.0246497,37.6610166
-120.4957215,35.0200656
-122.0008483,37.9816092
-120.509959,35.015135
-121.2774274,38.0395362
-122.3309123,40.5815393
-121.3205583,37.9071007
-117.1372256,32.908894
-117.2843135,34.0513617
-118.1731566,34.0754133
-121.8361952,37.3091412
-117.825192,34.622453
-117.823242,34.6038179
-118.0524793,34.5441962
-116.8889952,32.777227
-117.0181481,32.9490591
NA,NA
-122.2949092,37.5143075
-117.2264891,33.1779576
-117.3170666,33.2422627
-117.0358958,33.134882
-121.836557,37.307027
-121.8126757,37.2924607
-121.456237,38.46313000000001
-117.2308247,33.8848919
-117.2279277,33.9227365
-118.5416651,34.3740352
-117.6853231,34.0533925
-119.6619157,36.8260348
-122.3236444,37.9965641
-119.1366177,35.2988492
-122.7200001,38.4248607
-121.787764,36.967035
-121.800729,36.990765
-118.2161717,33.8018455
NA,NA
-116.9856298,32.6445153
-117.887767,33.714101
-116.9316455,32.7931366
-122.0284694,37.60775750000001
-119.7592721,36.7709151
-118.3013567,34.0715209
NA,NA
-118.0064882,33.8338968
-117.4661765,33.7512475
-118.3227519,33.86658070000001
-122.0927831,37.6314294
-122.0725082,37.5835233
-122.0762636,37.629496
-122.0538047,37.6046686
-122.0929461,37.6314651
-122.0792479,37.6279235
-119.1590725,34.160413
-117.3343387,33.90414519999999
-117.8860646,34.1191917
-117.8888385,34.1188005
-121.3452734,38.5476257
-118.2519069,33.8834474
-118.1638007,34.1754061
-119.1627185,34.2162647
-119.1659398,34.167081
-122.0125875,38.2438917
-122.237568,37.476831
-119.8472956,36.7990188
-117.9044882,33.6402459
-118.4414069,34.2470428
-119.8490604,36.8022241
-119.8525751,36.8020101
-118.423505,34.22779
-118.4269923,34.21587239999999
-122.423517,37.72603
-122.4234297,37.72605420000001
-122.4232895,37.72607259999999
-117.0649875,33.1010542
-122.4235947,37.7262601
-118.2721058,33.836461
NA,NA
-117.5384623,33.8954601
-117.5384623,33.8954601
-117.4324243,34.0449409
-118.2991418,34.0969789
-118.3207352,33.9739129
-118.3251099,33.8912783
-118.1179617,34.6909685
NA,NA
-118.1518805,34.6841254
-121.7350749,37.918214
-122.5534539,38.0023025
-119.876835,36.841273
-118.0644909,34.7082992
-122.184151,37.482204
-118.30257,34.0196985
-117.2555657,33.4565671
-121.44403200000001,37.6975407
-119.0712936,36.0873481
-117.2167962,33.1763188
-121.8759933,37.4041784
-121.7952328,37.308252
-121.317332,37.9236636
-117.209814,34.5149007
-117.8867898,33.7107131
-117.9000758,33.719824
-118.1179743,34.6911124
NA,NA
-118.151891,34.684116
-121.3133139,38.0349057
-117.1278495,32.9206645
-121.341577,38.729344
-119.6606153,36.8008278
-118.1187073,33.943647
-115.695218,32.793086
-117.1415512,32.7087839
-117.4414301,34.1217547
NA,NA
-118.5208044,34.2118609
-119.1917229,34.209456
-119.2068741,34.1837341
-118.1519161,34.191859
-118.1560815,34.188735
-118.1507852,34.1904993
-117.1012377,33.4964067
-121.366442,38.4225422
-122.1132115,37.6851931
-122.0839886,37.6980839
-118.160795,34.173955
-117.0454273,32.567248
-119.1865884,34.2816455
-117.2074608,33.3956202
-121.9692946,37.546336
-122.519597,41.723301
-118.7006818,34.28228989999999
-117.9669083,33.7696529
-117.8869154,33.8282001
-120.691024,35.519589
-121.5164379,38.5011107
-117.0758372,32.5704545
-117.058288,32.5827957
-116.9638264,32.7907283
-121.4832335,38.4219199
-117.6675648,33.6325242
-117.6656466,33.6061764
-120.4957669,37.3206713
-120.4959508,35.0321484
-120.420249,34.890447
-120.4286265,34.9257438
NA,NA
-116.9120679,32.8548854
-116.8645189,32.8676534
-116.9109462,32.8495837
-120.4085624,34.9592558
-119.0331093,36.0845996
-119.0366352,36.0856711
-122.136442,37.6953887
-118.2154634,33.7874476
-122.0296475,37.6489443
-122.5460927,38.0402005
-117.186326,33.907095
NA,NA
-121.802185,37.3114459
-121.981487,36.983462
-121.4019292,38.46882799999999
-122.1864655,37.7676042
-117.9471821,33.9148249
-122.4882756,37.7814515
-122.720933,38.4261444
-122.56741,38.1034938
-117.941153,33.8203819
-122.5677283,38.0933724
-121.5995778,39.7843041
-116.9254607,32.7940162
-117.7170771,34.0713049
-118.1295173,34.1988846
-118.1450072,34.2010708
-118.37789,33.9866035
-121.7972712,39.7303095
-117.7832961,34.1213814
-117.2349498,33.9572165
-116.9246694,33.7613763
-118.3558296,34.0973182
-122.1821158,37.7901517
-118.1631437,33.9546251
-118.0246469,33.8401007
-118.3008035,34.06036539999999
-118.1582269,34.1905036
-121.5508148,39.5210937
-116.9128482,32.7729243
-121.364146,38.6277067
-121.3896521,38.603103
-122.5196947,37.9797075
-117.8647302,34.1261113
-117.873756,34.1248596
-117.08006,33.1027762
-117.03163,32.7246437
-118.3280875,33.94687529999999
NA,NA
-121.24013,37.943854
-118.289397,33.8202404
-122.7500804,38.4114482
-117.7570811,34.0740231
-118.1061763,33.9085626
NA,NA
-117.6804522,34.0380404
-117.6681349,34.0262158
-117.5414154,33.9496235
NA,NA
-116.4677038,33.7931829
-116.3858475,33.722714
NA,NA
-117.6803783,34.0278679
-117.6693968,34.0267424
-117.5270908,33.9495453
-122.720743,38.464224
-117.9020206,33.6757978
-117.8996475,33.6735505
-121.4142591,38.4453983
-122.3907077,37.7322118
-122.0675822,37.5760599
-122.7616166,38.2586269
-117.1510278,33.6384385
-121.9756095,37.5327321
-117.0323979,32.6972915
-117.7320719,34.0685319
-117.7385231,34.0721294
-117.0539002,32.7086316
-117.1729011,33.9458436
-118.1367836,34.1676188
-117.4253686,33.91913
-117.2136136,33.8109819
-122.2998882,38.29615920000001
-122.3612802,40.5607726
-122.3258567,40.556611
-122.3253462,40.5577637
-122.3598009,40.545675
-121.9794163,37.5630285
NA,NA
-117.1169682,33.4604849
-117.1610165,33.666455
-117.205906,33.731225
-117.1909345,33.677286
-118.2512996,33.9508837
-117.005746,33.7297661
-118.1693291,33.8626266
-121.4620254,38.4913827
-117.9615983,33.7828106
-118.1144398,34.0182307
-118.3865274,34.0437384
-118.0691067,33.9864488
-121.335297,38.4135967
-118.3577713,33.8798905
-118.1057849,33.8206821
-117.3588134,34.472181
-122.7543451,38.3620811
-117.0351763,32.6892149
-121.3978929,38.4719341
-121.4405538,38.3809017
-118.353129,34.0506766
-122.0161274,37.976776
-122.0739094,37.583281
-117.0629344,33.1456797
-117.0509329,33.1278446
-117.0859687,33.1036784
-122.088331,37.6448195
-122.1251696,37.6838737
-122.1328738,37.7042831
-118.069335,34.7200739
-117.850536,34.1062636
-122.7685235,38.4073691
-122.7424365,38.4237575
-122.807307,38.385294
-121.8764933,37.3402164
-116.9311958,32.8157739
-122.297242,37.5589675
-118.2651865,33.8540175
-122.0595163,37.59442689999999
-121.9000937,38.0046336
-117.043779,32.68016
-120.924376,37.7280001
-121.285217,38.032335
-121.286284,37.9426935
-117.4213459,34.052512
-116.9248581,33.9296315
-118.336869,34.1857425
-118.3033124,34.07544610000001
-118.0737199,33.980568
-118.0738803,33.98069810000001
-117.646609,34.025939
-118.4821231,34.2372088
-118.5020125,34.2372466
-121.87863,37.2649744
-121.372982,36.8593073
-121.879499,37.267687
-122.4391448,37.7768702
-121.3699229,38.7901403
-121.3270503,38.8088068
-117.0673409,33.116329
-121.7269641,37.9401815
-122.3555378,37.9544497
-122.2674089,37.820787
-117.056362,32.6670431
-118.3076485,33.9815919
-119.8782772,36.8005013
-117.0253217,32.6640434
-118.1161191,34.1484405
-117.6183809,34.0819639
-118.1846931,34.6984149
-118.23074,34.654202
-121.9742366,37.5173134
-122.0749553,37.5883977
-122.0777953,37.5864575
-118.74585,34.2621148
-116.871372,33.0214395
-119.2975208,36.2955343
-122.03693320000001,37.9873935
-121.0656013,39.2270188
-116.9836953,32.6346971
-117.3240715,33.8435137
-122.2801449,37.5354016
-122.3345542,37.9260592
-117.0506709,32.7003874
-122.2571597,38.0204659
-122.2827829,37.537613
-117.9054399,33.6753737
-119.0059842,35.365099
-117.935794,33.852369
-118.3225763,33.9057321
-118.3653804,33.9088871
-122.0721172,37.9349265
-122.0955662,37.6832483
-117.2510105,34.5336085
-117.2346273,34.5317317
-121.5526,37.06716
-121.3454939,38.055926
-121.3454939,38.055926
-121.8314947,37.3579015
-117.5722156,33.9805366
-117.610586,33.959713
-116.959401,33.9646533
-122.1595006,37.7563237
-118.3238492,33.8672658
-120.6038059,35.1233127
-116.9572733,33.7823255
-117.739975,34.106164
-118.3076608,33.8191243
-116.9971319,33.8165688
-117.2155569,33.9207375
-117.2155569,33.9207375
-116.3292066,32.6630141
-121.3485217,38.0372835
-121.3456703,38.0376367
-121.354649,38.027454
-122.0486259,38.2635053
-122.0329365,37.5511918
-117.8766145,33.8287922
-122.1548868,37.7383087
-122.1596082,37.7321523
-122.0252408,37.5327061
-117.8918254,33.83789910000001
-117.14142,32.7155008
-117.0457357,32.6837406
-122.4416299,37.7835988
-117.5800024,33.9247449
-117.2146381,33.3198075
-121.4480785,38.4915461
-121.5029117,38.4850165
-117.4811601,34.0477606
-117.3729862,34.0817884
-118.3136131,33.9427645
-117.5549273,33.9605886
-119.1935628,34.1866019
-119.144323,36.332824
-122.5776529,38.0842617
-122.7097209,38.4371938
-121.8651658,37.3768192
-121.8785919,37.3864245
-118.0835462,34.5499699
-118.1177274,34.6811532
-118.1203314,34.6805898
-118.0902892,34.6947657
-118.1620684,34.7001605
-122.4490166,37.7049479
-119.3209707,36.306208
-119.8061912,36.7147893
-122.0016761,37.05960719999999
-121.3034615,37.9272683
-121.3036307,37.9272752
-118.1364193,34.20253599999999
-121.3281105,38.6080873
-121.2842593,38.6817305
-121.7590264,37.9565729
-122.2031571,38.1275857
NA,NA
-121.7578678,37.95634450000001
-121.8458083,37.9849663
-122.2569169,38.00615
-122.2551664,38.0053098
-122.2650209,37.9804431
-118.1366238,34.0792516
-117.9868843,33.8788822
-121.2971632,37.9964701
-121.957995,37.5620309
-119.672718,36.8331724
-117.9276019,34.0403014
-122.4839423,38.3240709
NA,NA
-122.7469416,38.4216574
-118.317058,33.9811022
-118.1911026,33.8992139
-118.3291022,33.9336497
-118.3323006,33.961386
-118.1541236,33.89961
-120.58613,37.3442182
-120.5870403,37.3305148
-120.6018556,37.3314829
-122.4722474,37.6448166
-121.435682,38.4026548
-118.1435359,33.779198
-118.24227,33.959288
-120.5937012,37.354756
-120.5968697,37.3452084
-120.552392,37.3265556
-121.605016,36.708241
-121.2623273,38.2924234
-120.9410492,38.3549092
-117.9031698,34.1022522
-121.8727954,39.7870061
-120.4239921,34.9667743
-121.2958072,37.93868920000001
-121.3068089,37.9249624
-118.7037998,34.2905679
-117.0202891,32.6996966
-121.7894554,37.3212307
-121.8408595,37.3695902
-121.2558855,38.6491653
-116.9388118,32.83955
-120.401889,38.028259
-121.934436,38.3654269
-118.3083896,33.7912122
-118.2762643,33.8390794
-121.8102965,37.2975309
-118.0071007,34.0723516
-117.4898808,33.907471
-122.2459878,37.8179942
-119.7146345,36.71153200000001
-117.8781905,34.0062605
NA,NA
-117.0461765,32.7109146
-117.0260862,32.7235722
-121.8747077,37.4076274
-122.5673338,38.0891863
-117.9538351,33.8299528
-121.2748324,37.9902761
-121.3310772,37.9690877
-117.2206945,33.1959485
-121.5811889,39.7613133
-118.2217465,33.8237107
-118.301516,34.020687
NA,NA
-121.9449146,36.995731
-121.9439708,36.997159
-118.1267346,34.5838592
-122.25493,38.1156689
-117.1358622,32.9334054
-117.1318812,32.9065265
-117.8961358,34.019267
-118.0781827,34.0668111
-118.062663,34.084921
-118.0332532,34.0944714
-117.3628615,33.9438586
-117.1797147,33.8906042
-122.0541583,37.6841354
-121.4111617,38.6958713
-117.41291,33.885436
-118.0446153,34.0047078
-121.8288092,37.3528341
-121.8288092,37.3528341
-121.3832631,38.6325738
-121.8667457,37.4057004
-121.9122907,37.4447826
-121.799491,37.3267072
-121.3669792,38.0421865
-121.3518223,38.0341483
-119.0666278,35.3326847
-122.0125746,38.2881567
-117.5820232,33.9456034
-117.7715833,33.8115275
-122.4435001,37.6497461
-117.2359248,33.3827635
-122.0737443,38.2412899
-116.9972262,32.7456936
-122.5416332,38.0387363
-122.5550022,38.0311369
-122.5657332,38.0160623
-122.5613865,38.0281193
-122.5479176,38.0345449
NA,NA
-122.549746,38.0319546
-119.81832730000001,34.4587007
-118.331111,33.8971181
-117.0535996,32.5810939
-118.1099911,33.8364925
-122.2548971,37.5674543
-122.4898883,37.6736854
-119.1714954,34.1553909
-123.2095244,39.1334208
-123.342362,39.3897073
-117.977113,33.802549
-121.4599268,38.4883689
-121.9704526,37.5106179
-117.3146654,33.1561029
-117.9612816,34.0588261
-121.7845867,36.6757912
-122.4240259,37.6604337
-117.0485756,32.704655
-118.3024411,33.8994038
-119.6651826,36.81751089999999
-121.239517,37.920886
-121.2403476,37.9222508
-118.5044365,34.4474251
-118.3206497,34.0518854
-118.5014812,34.4481073
-118.3709654,34.0183755
-117.992021,33.847
NA,NA
-121.8009648,37.3098432
-118.1261921,34.7099627
-117.7964302,34.0580674
-118.175359,33.833822
-118.2464039,33.9020839
-121.8317795,37.3420372
-117.0994069,32.5705089
-118.0359715,33.939686
-117.8687891,34.1179419
-118.1756945,33.9581595
-117.1797431,34.5006516
-117.7476188,34.0991912
-118.3526288,34.0541919
-117.5948592,34.1151531
-117.6104603,34.1650236
-118.207907,34.0368216
-118.0200885,34.0609584
-116.9269273,32.8012328
-117.857326,34.620821
-116.9241874,32.7271692
-120.6726221,35.4713362
-121.285403,38.0158856
-116.9808633,32.7451033
-119.6585326,36.3249186
-118.218577,34.132666
-117.2299546,33.3872683
-116.9689116,33.7812382
-117.1097785,32.576186
-122.5404351,37.8822045
-118.1943692,33.9841765
-118.0435916,33.9410895
-118.2181863,33.9723627
-117.4342682,33.9783574
-119.67975,34.4233989
-117.0352841,32.566159
-118.134323,33.930617
-117.2189332,33.6975837
-120.4818413,35.046662
-117.397519,34.3640479
-117.8796532,33.7143846
-117.0474699,32.6295773
-118.1554971,33.9532354
-117.0188008,32.6649957
-122.304371,37.5656356
-118.0187421,33.9710178
-117.491358,33.8908119
-122.2345255,40.1792559
-122.2122053,40.1803601
-118.0880015,33.8822512
-118.0878861,33.9884051
-121.5655538,39.5243853
-122.2249515,37.483024
-118.4201652,34.2769815
-121.5869539,37.0244972
-121.5901782,37.0094304
-118.3606649,33.8579703
-118.0272093,33.7948083
-121.2038995,37.8361033
-121.9887464,37.2956708
-117.3294913,33.8869358
-118.2957672,34.0757154
-121.8179184,37.2970877
-121.8369264,37.3111494
-121.8984729,37.2419474
-118.139329,33.881727
-117.939839,33.865428
-117.9406897,33.8659674
-117.934724,33.865269
-117.938098,33.863977
-117.938105,33.865239
-121.74259,39.501452
NA,NA
-118.2463599,33.89899279999999
-118.2642488,33.9088936
-117.1040879,33.1055492
-121.6684244,36.6915386
NA,NA
-116.9807164,32.7486246
-117.3704699,33.9441549
-117.3782996,33.9467107
-117.3619045,33.9531006
-118.3181316,33.9100497
-122.0381244,37.9870209
-121.8775731,37.396784
-121.8513947,37.3875845
-118.482876,34.2267933
-118.153316,33.959289
-118.1554791,33.9657983
-118.0231853,34.0839587
-116.9983552,33.2464317
-117.9879348,33.8370249
NA,NA
-122.0042025,37.5816991
-119.0493356,34.2148708
-121.9185985,37.4357577
-122.0671393,37.580297
-117.2527142,34.0432883
-122.5745399,38.0867011
-122.5417107,37.9908756
-122.566573,38.1013907
-122.5520628,38.0326247
-122.5861667,38.1098043
-122.5892694,38.1162035
-122.3875894,40.531374
-122.6112763,38.1134628
-122.569642,37.967032
-122.5710836,38.1107557
-122.5860372,38.1100505
-121.4629822,38.6277328
-119.0480876,35.32153710000001
-119.0756264,35.3355684
-118.2990259,34.0134676
-118.323431,34.012247
-118.2575485,33.870086
-118.3319837,33.987506
-121.3352471,38.4714393
-121.3172519,38.5737742
-121.3712219,38.4637202
-117.9756108,33.7138166
-117.900665,34.07254350000001
-117.7661123,34.0381331
-117.7750135,34.0649588
-117.7415897,34.07209539999999
-117.8912052,34.0310753
-117.8927132,34.0298424
-117.8897693,34.0319542
-118.9634017,35.3719351
-118.9632442,35.3719297
NA,NA
-122.0716229,37.6582272
-119.0915714,35.3319486
-118.1415718,34.1854131
-117.9827087,34.04501140000001
-121.4194287,38.5132943
-118.0876828,33.8539798
-117.138112,32.9107891
-119.6977443,34.4134704
-117.4977369,33.9189795
-118.3210078,33.8817273
-118.3686967,33.9787345
-118.3292093,33.9283115
-118.3669908,33.9777533
-122.1648813,37.7676252
-122.1505646,37.7560592
-117.0298552,32.9548112
-118.326134,33.954628
-116.8558436,33.0466643
-116.8506179,33.0398367
-117.980453,33.802617
-122.4359716,37.662074
-117.9445679,33.78909
-117.9269536,34.0821555
-121.3277133,38.6892393
-117.954627,33.80051
-118.2101111,33.89541579999999
-121.3575927,38.7013063
-121.4278101,38.6270973
-117.2056025,33.6871746
-117.2239919,33.6965586
-119.7925019,36.7951784
-119.0917575,35.3225409
-119.0717209,35.36121809999999
-117.950802,33.820836
-118.3660054,33.9248417
NA,NA
-117.964562,33.82442899999999
-117.9513427,33.8075057
-117.9526607,33.820916
-117.3270029,33.2443073
-117.121419,32.735378
-117.129956,32.7108918
-118.0835427,34.1531516
-118.1881786,34.1013938
NA,NA
-121.3028485,38.7477783
-122.7225272,38.42361349999999
-118.3243467,33.9068354
-118.3224597,33.8981538
-121.8451868,37.2379839
-121.3937464,38.4408936
-121.3130461,38.472181
NA,NA
-121.3900656,38.4499268
-116.9646706,33.9576997
-117.296614,33.892113
-117.0922726,33.1322393
-119.0712154,35.3325053
NA,NA
-122.3014837,37.5715812
-119.675835,36.3100902
-119.8034633,36.313128
-121.6198045,39.1420334
-117.8488414,33.8134052
-118.1716437,33.782011
-117.2467611,33.9302355
-117.3489753,33.9010675
-122.0080075,38.2524596
-119.7738339,36.7725518
-117.1398834,32.7145359
-119.1559769,34.1587211
-116.9902532,32.6310274
-121.322284,38.0501859
-121.163568,38.100583
-121.2928094,38.1079967
-121.3531447,38.0168574
-122.4894408,37.64774510000001
-118.1915786,33.9416045
-118.2053078,33.9094456
-118.0927141,33.93254160000001
-118.1158862,33.9128104
-118.1212689,33.9189683
-118.0660084,34.0122185
-118.2511886,33.940149
-118.1293939,33.9690428
-118.1224292,33.9241489
-118.1217492,33.9204764
-118.1134722,33.9603845
-118.0982612,34.0100848
-118.0928373,33.9707946
-118.149702,33.9649651
-121.8150581,37.24461489999999
-122.2546812,38.0154284
-121.5414918,39.5136732
-121.6096876,39.5151797
-118.4535911,34.1710046
-118.507139,34.218957
-118.5429996,34.2104766
-122.2588586,38.1720288
-117.3189116,33.9139833
-117.4578032,33.8860985
NA,NA
-117.4546301,33.8828401
-117.3936942,33.8809024
-121.7356079,37.9860508
-122.5271727,37.8752163
-121.721211,37.942329
-121.7037037,37.9799876
-121.483648,38.584502
-124.1450544,40.5974693
-121.2402518,36.3185284
-117.8477868,34.103914
-121.4590921,38.4629372
-121.7828225,37.96372900000001
-121.7588319,37.9612634
-122.0165255,37.5804268
-120.307044,37.95651
-122.1199833,38.0109967
-117.890677,34.1036301
-118.0331042,33.9435985
-118.0097695,33.9683304
-117.7372071,34.1036766
-117.7189889,34.0842357
-117.4309218,34.5144653
-122.2506276,38.1473235
-122.2453868,38.1080962
-116.8971087,32.7921388
-119.8582384,36.7745139
-121.270848,39.202158
-121.6400898,39.1270743
-122.255174,37.80955
-122.2560513,37.8150776
-122.2589307,37.8130448
-121.7996544,37.3553293
-117.9781515,34.1266508
-118.1488563,34.1987363
-118.1544769,34.1949609
-118.2995263,33.9838905
-118.4476127,33.9941522
-118.055957,34.1624848
-118.1483331,34.0928704
-118.1440604,34.0661507
-118.0571509,34.0750768
-118.1200144,34.059125
-118.0897657,34.0838181
-121.8781713,37.3382317
-117.0495151,32.7074675
-117.8810303,33.713728
-117.9118139,33.7327514
NA,NA
-118.082241,33.898968000000004
-118.3043254,33.8293679
-117.3984225,34.116747
-122.643145,41.7207881
-122.6523293,41.7011929
-119.0858156,35.30318889999999
